,Original File,Mapping
0,../nii_files/12_Mathias_Study/reg_LT_146_deform3-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_024_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_146_deform4-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_025_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_146_deform5-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_026_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_146_deform6-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_027_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_146_deform8-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_028_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_146_deform9-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_029_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_147_deform1-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_030_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_147_deform10-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_031_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_147_deform2-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_032_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_147_deform3-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_033_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_147_deform4-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_034_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_147_deform5-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_035_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_147_deform6-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_036_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_147_deform7-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_037_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_147_deform8-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_038_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_147_deform9-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_039_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_169_deform10-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_040_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_169_deform2-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_041_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_169_deform3-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_042_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_169_deform4-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_043_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_169_deform5-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_044_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_169_deform6-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_045_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_169_deform7-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_046_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_169_deform8-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_047_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_169_deform9-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_048_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_138_deform1-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_049_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_138_deform10-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_050_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_138_deform2-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_051_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_138_deform3-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_052_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_138_deform5-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_053_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_138_deform6-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_054_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_138_deform7-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_055_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_138_deform8-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_056_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_138_deform9-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_057_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_142_deform1-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_058_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_142_deform10-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_059_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_142_deform2-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_060_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_142_deform3-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_061_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_142_deform4-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_062_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_142_deform5-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_063_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_142_deform6-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_064_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_145_deform3-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_065_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_146_deform7-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_066_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_150_deform1-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_067_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_151_deform3-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_068_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_169_deform1-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_069_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_138_deform4-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_070_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_142_deform7-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_071_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_146_deform1-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_072_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_150_deform4-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_073_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_142_deform8-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_074_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_142_deform9-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_075_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_144_deform1-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_076_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_144_deform10-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_077_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_144_deform2-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_078_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_144_deform3-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_079_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_144_deform4-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_080_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_144_deform5-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_081_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_144_deform6-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_082_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_144_deform7-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_083_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_144_deform8-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_084_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_144_deform9-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_085_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_144_deform1-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_086_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_144_deform10-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_087_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_144_deform2-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_088_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_144_deform3-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_089_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_144_deform4-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_090_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_144_deform5-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_091_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_144_deform6-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_092_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_144_deform7-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_093_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_144_deform8-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_094_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_144_deform9-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_095_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_145_deform1-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_096_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_145_deform10-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_097_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_LT_145_deform2-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_098_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_146_deform10-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_099_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_146_deform2-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_100_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_146_deform3-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_101_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_146_deform4-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_102_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_146_deform5-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_103_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_146_deform6-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_104_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_146_deform7-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_105_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_146_deform8-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_106_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_146_deform9-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_107_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_150_deform1-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_108_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_150_deform10-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_109_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_150_deform2-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_110_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_150_deform3-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_111_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_150_deform5-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_112_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_150_deform6-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_113_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_150_deform7-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_114_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_150_deform8-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_115_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_150_deform9-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_116_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_152_deform1-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_117_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_152_deform10-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_118_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_152_deform2-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_119_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_152_deform3-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_120_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_152_deform4-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_121_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_152_deform5-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_122_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_152_deform6-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_123_0000.nii.gz
0,../nii_files/12_Mathias_Study/reg_RT_152_deform7-downsample100.nii.gz,../05_ading_SSM/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task112_TemporalBone/imagesTr/jhu_124_0000.nii.gz
