,Original File,Mapping
0,../nii_files/Ablation_2/RT_153_deform37-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_035_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform38-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_036_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform39-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_037_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform4-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_038_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform41-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_039_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform42-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_040_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform43-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_041_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform44-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_042_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform45-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_043_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform46-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_044_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform47-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_045_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform48-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_046_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform49-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_047_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform5-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_048_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform50-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_049_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform51-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_050_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform53-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_051_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform54-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_052_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform55-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_053_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform56-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_054_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform57-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_055_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform58-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_056_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform59-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_057_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform6-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_058_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform60-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_059_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform61-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_060_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform62-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_061_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform63-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_062_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform65-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_063_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform66-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_064_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform67-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_065_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform68-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_066_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform69-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_067_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform7-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_068_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform70-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_069_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform71-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_070_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform72-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_071_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform73-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_072_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform74-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_073_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform75-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_074_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform77-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_075_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform78-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_076_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform79-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_077_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform8-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_078_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform80-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_079_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform81-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_080_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform82-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_081_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform83-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_082_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform84-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_083_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform85-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_084_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform86-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_085_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform87-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_086_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform88-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_087_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform89-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_088_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform9-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_089_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform90-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_090_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform91-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_091_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform92-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_092_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform93-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_093_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform94-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_094_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform95-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_095_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform96-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_096_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform97-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_097_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform98-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_098_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform99-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_099_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform103-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_100_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform115-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_101_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform127-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_102_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform139-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_103_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform150-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_104_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform162-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_105_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform174-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_106_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform186-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_107_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform198-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_108_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform29-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_109_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform40-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_110_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform52-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_111_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform64-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_112_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform76-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_113_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform116-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_114_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform117-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_115_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform118-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_116_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform119-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_117_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform12-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_118_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform120-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_119_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform121-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_120_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform122-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_121_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform123-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_122_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform124-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_123_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform125-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_124_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform126-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_125_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform128-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_126_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform129-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_127_0000.nii.gz
0,../nii_files/Ablation_2/RT_153_deform13-downsample100.nii.gz,../03_ading_ablation_2/nnUnet/nnUNet_raw_data_base/nnUNet_raw_data/Task222_TemporalBone/imagesTr/jhu_128_0000.nii.gz
